transaction_id,customer_id,loan_id,transaction_ts,transaction_type,payment_method,amount,currency,transaction_status
T0001276,C00478,L000709,2025-04-11T00:00:00,REPAYMENT,CASH_NETWORK,199087,COP,FAILED
T0001277,C00015,L000919,2023-07-28T00:00:00,DISBURSEMENT,CARD,147619,COP,PENDING
T0001278,C00207,L000370,2023-05-12T00:00:00,CHARGEBACK,TRANSFER,266795,COP,PENDING
T0001279,C00359,L000016,2023-05-01T00:00:00,DISBURSEMENT,PSE,165538,COP,PENDING
T0001280,C00336,L000776,2023-09-13T00:00:00,CHARGEBACK,CARD,72885,COP,FAILED
T0001281,C00004,L000085,2025-01-06T00:00:00,CHARGEBACK,CARD,317130,COP,SETTLED
T0001282,C00500,L000650,2023-11-18T00:00:00,CHARGEBACK,PSE,195198,COP,SETTLED
T0001283,C00289,L000044,2024-11-06T00:00:00,REPAYMENT,CASH_NETWORK,130698,COP,PENDING
T0001284,C00385,L001092,2023-04-26T00:00:00,DISBURSEMENT,CASH_NETWORK,33332,COP,FAILED
T0001285,C00396,L000492,2025-02-04T00:00:00,CHARGEBACK,CASH_NETWORK,123722,COP,SETTLED
T0001286,C00472,L000979,2023-02-11T00:00:00,CHARGEBACK,CASH_NETWORK,103872,COP,FAILED
T0001287,C00173,L000514,2024-01-10T00:00:00,CHARGEBACK,PSE,45155,COP,PENDING
T0001288,C00281,L001172,2025-02-13T00:00:00,DISBURSEMENT,CASH_NETWORK,161516,COP,SETTLED
T0001289,C00282,L000540,2025-01-22T00:00:00,FEE,CARD,165449,COP,SETTLED
T0001290,C00063,L000492,2025-05-27T00:00:00,FEE,CARD,303260,COP,SETTLED
T0001291,C00306,L000557,2023-08-24T00:00:00,DISBURSEMENT,PSE,324925,COP,PENDING
T0001292,C00338,L001070,2024-03-29T00:00:00,REPAYMENT,CASH_NETWORK,37509,COP,SETTLED
T0001293,C00269,L000939,2023-04-06T00:00:00,DISBURSEMENT,TRANSFER,114411,COP,PENDING
T0001294,C00280,L000387,2023-04-01T00:00:00,REPAYMENT,CARD,154596,COP,FAILED
T0001295,C00412,L000818,2024-12-07T00:00:00,CHARGEBACK,TRANSFER,286078,COP,FAILED
T0001296,C00421,L001116,2025-06-06T00:00:00,CHARGEBACK,CARD,357920,COP,PENDING
T0001297,C00276,L000102,2025-03-29T00:00:00,FEE,CARD,304271,COP,SETTLED
T0001298,C00279,L000408,2023-05-21T00:00:00,CHARGEBACK,PSE,158812,COP,FAILED
T0001299,C00118,L000963,2024-11-03T00:00:00,CHARGEBACK,TRANSFER,190253,COP,SETTLED
T0001300,C00178,L000221,2025-03-08T00:00:00,DISBURSEMENT,CARD,49410,COP,FAILED
T0001301,C00394,L000588,2025-03-22T00:00:00,DISBURSEMENT,CARD,347176,COP,FAILED
T0001302,C00504,L000849,2024-03-15T00:00:00,REPAYMENT,PSE,165497,COP,SETTLED
T0001303,C00212,L000659,2023-05-29T00:00:00,FEE,CARD,330459,COP,PENDING
T0001304,C00291,L000287,2024-07-31T00:00:00,REPAYMENT,CARD,16186,COP,FAILED
T0001305,C00154,L000337,2024-12-24T00:00:00,CHARGEBACK,CASH_NETWORK,300736,COP,FAILED
T0001306,C00447,L001083,2023-04-11T00:00:00,FEE,CASH_NETWORK,180422,COP,FAILED
T0001307,C00303,L001000,2023-10-21T00:00:00,CHARGEBACK,CASH_NETWORK,220612,COP,SETTLED
T0001308,C00318,L000172,2023-10-13T00:00:00,CHARGEBACK,TRANSFER,284840,COP,FAILED
T0001309,C00335,L000732,2024-12-09T00:00:00,REPAYMENT,PSE,258085,COP,SETTLED
T0001310,C00116,L000311,2025-01-25T00:00:00,FEE,CARD,120924,COP,PENDING
T0001311,C00400,L000759,2025-04-14T00:00:00,FEE,PSE,229424,COP,FAILED
T0001312,C00053,L000573,2023-05-30T00:00:00,REPAYMENT,TRANSFER,356213,COP,FAILED
T0001313,C00109,L000496,2025-06-12T00:00:00,REPAYMENT,CASH_NETWORK,59743,COP,FAILED
T0001314,C00097,L000336,2023-04-06T00:00:00,CHARGEBACK,PSE,68112,COP,FAILED
T0001315,C00062,L000188,2023-01-21T00:00:00,FEE,CARD,126983,COP,PENDING
T0001316,C00491,L000752,2024-03-23T00:00:00,DISBURSEMENT,CASH_NETWORK,147124,COP,PENDING
T0001317,C00163,L000680,2023-12-05T00:00:00,REPAYMENT,TRANSFER,314424,COP,SETTLED
T0001318,C00128,L001077,2023-11-20T00:00:00,FEE,PSE,153709,COP,FAILED
T0001319,C00183,L000097,2024-01-15T00:00:00,REPAYMENT,CARD,186641,COP,SETTLED
T0001320,C00469,L000794,2025-06-10T00:00:00,CHARGEBACK,TRANSFER,290887,COP,PENDING
T0001321,C00459,L000374,2025-02-22T00:00:00,CHARGEBACK,TRANSFER,86122,COP,PENDING
T0001322,C00252,L000010,2023-12-04T00:00:00,REPAYMENT,CARD,247478,COP,FAILED
T0001323,C00039,L000701,2025-05-13T00:00:00,CHARGEBACK,CASH_NETWORK,235336,COP,SETTLED
T0001324,C00452,L000566,2025-02-21T00:00:00,REPAYMENT,PSE,274912,COP,SETTLED
T0001325,C00145,L000708,2025-01-16T00:00:00,CHARGEBACK,CARD,110912,COP,PENDING
T0001326,C00446,L000117,2025-06-13T00:00:00,CHARGEBACK,CASH_NETWORK,252944,COP,FAILED
T0001327,C00191,L000389,2025-02-10T00:00:00,DISBURSEMENT,CARD,86807,COP,FAILED
T0001328,C00363,L000505,2023-10-28T00:00:00,REPAYMENT,PSE,145353,COP,PENDING
T0001329,C00408,L000190,2023-09-06T00:00:00,DISBURSEMENT,CARD,215987,COP,PENDING
T0001330,C00400,L000715,2024-09-26T00:00:00,FEE,CASH_NETWORK,85451,COP,PENDING
T0001331,C00406,L000739,2024-04-15T00:00:00,FEE,PSE,60574,COP,FAILED
T0001332,C00378,L000672,2023-07-15T00:00:00,REPAYMENT,CARD,228623,COP,SETTLED
T0001333,C00252,L000276,2024-12-06T00:00:00,DISBURSEMENT,TRANSFER,210553,COP,FAILED
T0001334,C00127,L000610,2024-12-16T00:00:00,REPAYMENT,TRANSFER,138108,COP,SETTLED
T0001335,C00023,L001141,2023-02-07T00:00:00,FEE,CASH_NETWORK,218399,COP,SETTLED
T0001336,C00336,L000647,2025-03-17T00:00:00,REPAYMENT,TRANSFER,173802,COP,PENDING
T0001337,C00209,L000746,2023-04-23T00:00:00,DISBURSEMENT,TRANSFER,453850,COP,SETTLED
T0001338,C00436,L000661,2025-06-16T00:00:00,REPAYMENT,CASH_NETWORK,171159,COP,PENDING
T0001339,C00217,L000841,2023-10-19T00:00:00,DISBURSEMENT,CASH_NETWORK,147662,COP,SETTLED
T0001340,C00291,L000912,2024-05-15T00:00:00,REPAYMENT,CASH_NETWORK,306869,COP,FAILED
T0001341,C00479,L000978,2024-07-13T00:00:00,FEE,TRANSFER,278660,COP,FAILED
T0001342,C00079,L000800,2025-05-20T00:00:00,CHARGEBACK,CARD,56829,COP,FAILED
T0001343,C00433,L000091,2024-01-16T00:00:00,REPAYMENT,PSE,84473,COP,SETTLED
T0001344,C00034,L000305,2024-12-03T00:00:00,DISBURSEMENT,CASH_NETWORK,191065,COP,SETTLED
T0001345,C00445,L000685,2024-08-12T00:00:00,DISBURSEMENT,CARD,269159,COP,FAILED
T0001346,C00443,L000331,2025-04-10T00:00:00,FEE,TRANSFER,296675,COP,FAILED
T0001347,C00065,L000855,2023-12-22T00:00:00,CHARGEBACK,CARD,236957,COP,FAILED
T0001348,C00311,L000614,2023-07-20T00:00:00,FEE,CARD,-8968,COP,SETTLED
T0001349,C00190,L000789,2024-03-14T00:00:00,FEE,TRANSFER,76565,COP,FAILED
T0001350,C00410,L000835,2025-06-02T00:00:00,CHARGEBACK,CASH_NETWORK,198914,COP,PENDING
T0001351,C00280,L000929,2025-02-23T00:00:00,DISBURSEMENT,CARD,307956,COP,SETTLED
T0001352,C00099,L000836,2023-12-27T00:00:00,CHARGEBACK,TRANSFER,183576,COP,SETTLED
T0001353,C00408,L000653,2025-06-13T00:00:00,REPAYMENT,TRANSFER,138841,COP,SETTLED
T0001354,C00370,L000282,2023-10-25T00:00:00,DISBURSEMENT,CASH_NETWORK,286356,COP,FAILED
T0001355,C00025,L000737,2024-07-03T00:00:00,FEE,CASH_NETWORK,144980,COP,SETTLED
T0001356,C00297,L000292,2023-08-22T00:00:00,CHARGEBACK,CASH_NETWORK,126059,COP,FAILED
T0001357,C00466,L000120,2025-06-12T00:00:00,DISBURSEMENT,TRANSFER,410527,COP,PENDING
T0001358,C00191,L000017,2025-03-01T00:00:00,CHARGEBACK,PSE,97173,COP,SETTLED
T0001359,C00144,L000381,2024-10-07T00:00:00,DISBURSEMENT,CARD,223214,COP,FAILED
T0001360,C00207,L000590,2024-04-24T00:00:00,REPAYMENT,TRANSFER,177474,COP,FAILED
T0001361,C00244,L000200,2024-02-16T00:00:00,FEE,PSE,283798,COP,PENDING
T0001362,C00296,L001106,2023-09-13T00:00:00,REPAYMENT,CARD,259633,COP,PENDING
T0001363,C00292,L000311,2025-04-28T00:00:00,REPAYMENT,CASH_NETWORK,198352,COP,FAILED
T0001364,C00246,L000415,2024-03-16T00:00:00,FEE,CARD,192321,COP,PENDING
T0001365,C00103,L000847,2023-07-13T00:00:00,DISBURSEMENT,TRANSFER,217606,COP,FAILED
T0001366,C00185,L000776,2023-09-29T00:00:00,CHARGEBACK,TRANSFER,216923,COP,SETTLED
T0001367,C00329,L000973,2025-02-08T00:00:00,DISBURSEMENT,CASH_NETWORK,190319,COP,SETTLED
T0001368,C00244,L000751,2023-10-10T00:00:00,REPAYMENT,TRANSFER,166699,COP,SETTLED
T0001369,C00135,L000748,2024-10-27T00:00:00,REPAYMENT,PSE,168815,COP,FAILED
T0001370,C00309,L000299,2023-02-22T00:00:00,CHARGEBACK,CARD,222011,COP,FAILED
T0001371,C00228,L000411,2023-07-27T00:00:00,REPAYMENT,CASH_NETWORK,303604,COP,FAILED
T0001372,C00057,L001115,2024-11-13T00:00:00,DISBURSEMENT,CASH_NETWORK,12608,COP,SETTLED
T0001373,C00130,L000733,2024-11-15T00:00:00,FEE,TRANSFER,267234,COP,PENDING
T0001374,C00174,L001079,2024-05-03T00:00:00,DISBURSEMENT,CASH_NETWORK,166439,COP,FAILED
T0001375,C00160,L000793,2024-12-18T00:00:00,CHARGEBACK,CARD,94702,COP,SETTLED
T0001376,C00483,L000354,2023-03-17T00:00:00,REPAYMENT,CARD,306517,COP,SETTLED
T0001377,C00220,L000138,2023-12-10T00:00:00,CHARGEBACK,CARD,293273,COP,PENDING
T0001378,C00447,L000147,2024-06-15T00:00:00,FEE,PSE,372795,COP,SETTLED
T0001379,C00395,L000343,2025-05-08T00:00:00,CHARGEBACK,TRANSFER,-4587,COP,PENDING
T0001380,C00005,L000058,2023-12-26T00:00:00,DISBURSEMENT,TRANSFER,19180,COP,SETTLED
T0001381,C00398,L000961,2023-04-19T00:00:00,DISBURSEMENT,PSE,263193,COP,PENDING
T0001382,C00286,L000259,2025-05-21T00:00:00,FEE,CARD,151081,COP,FAILED
T0001383,C00279,L000381,2025-04-18T00:00:00,CHARGEBACK,PSE,178340,COP,SETTLED
T0001384,C00460,L000413,2024-05-19T00:00:00,CHARGEBACK,CARD,51467,COP,SETTLED
T0001385,C00329,L000646,2023-10-01T00:00:00,REPAYMENT,PSE,74113,COP,SETTLED
T0001386,C00485,L000932,2023-12-06T00:00:00,FEE,CASH_NETWORK,319874,COP,SETTLED
T0001387,C00243,L001042,2024-07-16T00:00:00,DISBURSEMENT,TRANSFER,197460,COP,SETTLED
T0001388,C00305,L000252,2023-10-27T00:00:00,REPAYMENT,TRANSFER,-14820,COP,PENDING
T0001389,C00081,L001031,2025-04-12T00:00:00,FEE,PSE,295267,COP,FAILED
T0001390,C00469,L000952,2023-09-29T00:00:00,CHARGEBACK,CASH_NETWORK,85256,COP,FAILED
T0001391,C00387,L000568,2024-05-10T00:00:00,CHARGEBACK,CARD,28467,COP,SETTLED
T0001392,C00014,L000732,2024-07-05T00:00:00,CHARGEBACK,CARD,103878,COP,PENDING
T0001393,C00451,L000560,2023-10-25T00:00:00,FEE,PSE,176115,COP,FAILED
T0001394,C00031,L000584,2023-04-10T00:00:00,CHARGEBACK,CASH_NETWORK,218570,COP,PENDING
T0001395,C00395,L000974,2023-06-09T00:00:00,DISBURSEMENT,TRANSFER,175355,COP,PENDING
T0001396,C00395,L000375,2023-11-10T00:00:00,DISBURSEMENT,TRANSFER,29555,COP,FAILED
T0001397,C00294,L000551,2024-10-11T00:00:00,REPAYMENT,CARD,216147,COP,PENDING
T0001398,C00106,L000936,2025-06-07T00:00:00,DISBURSEMENT,CARD,96944,COP,FAILED
T0001399,C00426,L000968,2024-04-06T00:00:00,FEE,PSE,209525,COP,SETTLED
T0001400,C00009,L000745,2023-04-26T00:00:00,REPAYMENT,TRANSFER,209649,COP,FAILED
T0001401,C00497,L001111,2023-10-11T00:00:00,REPAYMENT,CARD,338446,COP,PENDING
T0001402,C00213,L000113,2023-05-08T00:00:00,FEE,PSE,115776,COP,SETTLED
T0001403,C00223,L000582,2023-04-10T00:00:00,FEE,CARD,347505,COP,PENDING
T0001404,C00273,L000646,2023-04-28T00:00:00,REPAYMENT,CARD,254051,COP,SETTLED
T0001405,C00354,L000796,2023-10-26T00:00:00,FEE,CASH_NETWORK,323321,COP,FAILED
T0001406,C00073,L000384,2024-04-19T00:00:00,FEE,CARD,279561,COP,SETTLED
T0001407,C00042,L000824,2023-08-07T00:00:00,REPAYMENT,TRANSFER,306437,COP,SETTLED
T0001408,C00195,L000437,2023-08-26T00:00:00,DISBURSEMENT,TRANSFER,462923,COP,SETTLED
T0001409,C00451,L001076,2023-10-03T00:00:00,CHARGEBACK,CARD,219634,COP,PENDING
T0001410,C00232,L000477,2024-12-13T00:00:00,FEE,CARD,238127,COP,PENDING
T0001411,C00304,L000487,2023-04-21T00:00:00,DISBURSEMENT,PSE,128013,COP,PENDING
T0001412,C00394,L000313,2024-05-15T00:00:00,REPAYMENT,CARD,254794,COP,PENDING
T0001413,C00313,L000473,2024-02-23T00:00:00,FEE,TRANSFER,140207,COP,PENDING
T0001414,C00352,L000704,2024-11-04T00:00:00,REPAYMENT,CARD,293945,COP,PENDING
T0001415,C00439,L000218,2023-07-01T00:00:00,FEE,TRANSFER,117208,COP,FAILED
T0001416,C00451,L000918,2024-04-07T00:00:00,DISBURSEMENT,CARD,251691,COP,PENDING
T0001417,C00057,L000514,2023-12-14T00:00:00,CHARGEBACK,TRANSFER,163573,COP,PENDING
T0001418,C00396,L001173,2023-04-17T00:00:00,FEE,PSE,203672,COP,FAILED
T0001419,C00422,L001019,2024-07-31T00:00:00,REPAYMENT,CARD,93420,COP,SETTLED
T0001420,C00107,L000725,2023-05-09T00:00:00,REPAYMENT,PSE,223913,COP,SETTLED
T0001421,C00183,L000668,2023-03-21T00:00:00,REPAYMENT,PSE,1110,COP,PENDING
T0001422,C00247,L001011,2023-06-28T00:00:00,REPAYMENT,CASH_NETWORK,22841,COP,PENDING
T0001423,C00275,L000394,2024-09-05T00:00:00,CHARGEBACK,PSE,35155,COP,FAILED
T0001424,C00242,L000032,2024-12-08T00:00:00,CHARGEBACK,PSE,177769,COP,FAILED
T0001425,C00415,L000472,2024-08-26T00:00:00,REPAYMENT,CARD,174159,COP,SETTLED
T0001426,C00182,L000782,2024-12-04T00:00:00,FEE,TRANSFER,134415,COP,PENDING
T0001427,C00030,L001097,2024-07-08T00:00:00,REPAYMENT,CASH_NETWORK,237645,COP,FAILED
T0001428,C00378,L000756,2024-07-19T00:00:00,FEE,CARD,282267,COP,FAILED
T0001429,C00152,L000516,2024-11-13T00:00:00,REPAYMENT,CASH_NETWORK,296509,COP,FAILED
T0001430,C00401,L000802,2024-08-31T00:00:00,REPAYMENT,PSE,14775,COP,FAILED
T0001431,C00146,L000108,2024-04-04T00:00:00,DISBURSEMENT,PSE,124335,COP,SETTLED
T0001432,C00121,L000059,2023-01-25T00:00:00,FEE,PSE,122351,COP,SETTLED
T0001433,C00401,L000934,2024-07-24T00:00:00,CHARGEBACK,CARD,94537,COP,FAILED
T0001434,C00123,L000370,2024-03-31T00:00:00,DISBURSEMENT,CARD,443030,COP,FAILED
T0001435,C00166,L000354,2024-07-20T00:00:00,CHARGEBACK,TRANSFER,151181,COP,SETTLED
T0001436,C00099,L000100,2024-11-27T00:00:00,DISBURSEMENT,CASH_NETWORK,68796,COP,SETTLED
T0001437,C00176,L000328,2025-02-26T00:00:00,REPAYMENT,TRANSFER,324340,COP,SETTLED
T0001438,C00218,L000840,2024-11-27T00:00:00,DISBURSEMENT,PSE,280573,COP,FAILED
T0001439,C00209,L000671,2023-06-01T00:00:00,CHARGEBACK,CASH_NETWORK,335979,COP,SETTLED
T0001440,C00419,L000787,2024-04-18T00:00:00,DISBURSEMENT,PSE,169758,COP,SETTLED
T0001441,C00273,L000146,2024-04-16T00:00:00,DISBURSEMENT,TRANSFER,370987,COP,PENDING
T0001442,C00433,L000262,2024-04-24T00:00:00,FEE,CASH_NETWORK,-21922,COP,FAILED
T0001443,C00450,L000724,2023-09-16T00:00:00,DISBURSEMENT,CASH_NETWORK,245482,COP,SETTLED
T0001444,C00329,L000653,2023-12-21T00:00:00,CHARGEBACK,PSE,289817,COP,SETTLED
T0001445,C00196,L000068,2024-01-19T00:00:00,REPAYMENT,TRANSFER,240819,COP,PENDING
T0001446,C00436,L001105,2024-07-20T00:00:00,DISBURSEMENT,PSE,226883,COP,FAILED
T0001447,C00408,L000798,2024-02-15T00:00:00,FEE,PSE,221062,COP,FAILED
T0001448,C00065,L000086,2023-12-27T00:00:00,REPAYMENT,CASH_NETWORK,257552,COP,PENDING
T0001449,C00372,L000937,2023-10-09T00:00:00,FEE,CARD,349596,COP,PENDING
T0001450,C00102,L000682,2023-01-18T00:00:00,CHARGEBACK,CARD,202289,COP,SETTLED
T0001451,C00280,L000683,2024-08-18T00:00:00,CHARGEBACK,PSE,314796,COP,PENDING
T0001452,C00193,L001145,2024-09-20T00:00:00,CHARGEBACK,CARD,291507,COP,PENDING
T0001453,C00021,L000061,2023-11-13T00:00:00,REPAYMENT,CASH_NETWORK,220620,COP,FAILED
T0001454,C00023,L000973,2023-10-13T00:00:00,DISBURSEMENT,CASH_NETWORK,225604,COP,SETTLED
T0001455,C00011,L000768,2024-06-29T00:00:00,DISBURSEMENT,TRANSFER,201851,COP,PENDING
T0001456,C00395,L000338,2024-11-07T00:00:00,DISBURSEMENT,PSE,125094,COP,SETTLED
T0001457,C00376,L001069,2023-11-29T00:00:00,CHARGEBACK,TRANSFER,315490,COP,SETTLED
T0001458,C00470,L000838,2023-09-28T00:00:00,REPAYMENT,CASH_NETWORK,51958,COP,FAILED
T0001459,C00245,L000043,2023-05-25T00:00:00,CHARGEBACK,TRANSFER,181168,COP,SETTLED
T0001460,C00230,L000976,2023-08-20T00:00:00,FEE,CASH_NETWORK,257757,COP,SETTLED
T0001461,C00502,L001105,2025-06-06T00:00:00,FEE,CARD,209130,COP,PENDING
T0001462,C00308,L000793,2023-08-26T00:00:00,DISBURSEMENT,PSE,347100,COP,FAILED
T0001463,C00108,L000592,2025-01-25T00:00:00,FEE,PSE,309013,COP,PENDING
T0001464,C00029,L000730,2024-06-03T00:00:00,REPAYMENT,CASH_NETWORK,223696,COP,FAILED
T0001465,C00260,L000703,2023-08-01T00:00:00,FEE,PSE,196426,COP,FAILED
T0001466,C00204,L000902,2025-04-15T00:00:00,REPAYMENT,CASH_NETWORK,142252,COP,PENDING
T0001467,C00439,L000309,2024-01-31T00:00:00,FEE,TRANSFER,213005,COP,PENDING
T0001468,C00376,L000339,2023-09-11T00:00:00,REPAYMENT,CASH_NETWORK,53896,COP,PENDING
T0001469,C00068,L000538,2024-07-27T00:00:00,CHARGEBACK,CARD,212745,COP,PENDING
T0001470,C00414,L000517,2023-08-16T00:00:00,FEE,CARD,175744,COP,FAILED
T0001471,C00199,L000619,2023-02-13T00:00:00,FEE,TRANSFER,236378,COP,PENDING
T0001472,C00482,L000816,2023-10-10T00:00:00,REPAYMENT,TRANSFER,115122,COP,FAILED
T0001473,C00397,L000740,2024-06-29T00:00:00,FEE,PSE,166344,COP,SETTLED
T0001474,C00475,L000770,2023-11-14T00:00:00,DISBURSEMENT,CASH_NETWORK,116981,COP,SETTLED
T0001475,C00190,L000944,2023-04-14T00:00:00,CHARGEBACK,PSE,140543,COP,SETTLED
T0001476,C00059,L000462,2023-12-31T00:00:00,DISBURSEMENT,CARD,258587,COP,SETTLED
T0001477,C00061,L000736,2023-01-20T00:00:00,REPAYMENT,PSE,232044,COP,SETTLED
T0001478,C00046,L001134,2023-03-05T00:00:00,CHARGEBACK,PSE,329416,COP,FAILED
T0001479,C00175,L000129,2024-07-02T00:00:00,DISBURSEMENT,PSE,294441,COP,FAILED
T0001480,C00505,L001151,2024-09-26T00:00:00,DISBURSEMENT,CASH_NETWORK,322411,COP,PENDING
T0001481,C00070,L000406,2024-09-24T00:00:00,REPAYMENT,CARD,232693,COP,SETTLED
T0001482,C00060,L001099,2024-12-19T00:00:00,DISBURSEMENT,CASH_NETWORK,235808,COP,PENDING
T0001483,C00204,L000044,2024-04-09T00:00:00,DISBURSEMENT,PSE,197422,COP,PENDING
T0001484,C00274,L000072,2024-03-19T00:00:00,REPAYMENT,CASH_NETWORK,218731,COP,PENDING
T0001485,C00145,L000068,2025-01-24T00:00:00,REPAYMENT,CARD,166257,COP,FAILED
T0001486,C00282,L000143,2023-08-01T00:00:00,CHARGEBACK,CARD,252718,COP,PENDING
T0001487,C00256,L000948,2025-06-15T00:00:00,DISBURSEMENT,CASH_NETWORK,162634,COP,FAILED
T0001488,C00513,L001090,2023-02-01T00:00:00,DISBURSEMENT,TRANSFER,248167,COP,PENDING
T0001489,C00139,L000116,2025-01-31T00:00:00,CHARGEBACK,PSE,165233,COP,FAILED
T0001490,C00171,L000233,2023-04-25T00:00:00,DISBURSEMENT,TRANSFER,220484,COP,FAILED
T0001491,C00291,L000386,2023-11-04T00:00:00,FEE,CASH_NETWORK,216364,COP,SETTLED
T0001492,C00083,L000593,2023-03-13T00:00:00,REPAYMENT,CASH_NETWORK,368355,COP,PENDING
T0001493,C00498,L000612,2023-01-09T00:00:00,CHARGEBACK,CARD,128673,COP,SETTLED
T0001494,C00317,L000719,2025-06-09T00:00:00,FEE,CASH_NETWORK,76266,COP,FAILED
T0001495,C00140,L000175,2024-01-20T00:00:00,DISBURSEMENT,CARD,272673,COP,FAILED
T0001496,C00346,L000583,2023-10-28T00:00:00,DISBURSEMENT,TRANSFER,152996,COP,SETTLED
T0001497,C00475,L001014,2024-12-11T00:00:00,REPAYMENT,CASH_NETWORK,148306,COP,FAILED
T0001498,C00356,L000344,2023-04-27T00:00:00,REPAYMENT,CARD,74924,COP,SETTLED
T0001499,C00379,L001045,2024-04-02T00:00:00,REPAYMENT,CARD,-24324,COP,PENDING
T0001500,C00431,L000747,2023-02-12T00:00:00,DISBURSEMENT,TRANSFER,-11355,COP,SETTLED
T0001501,C00124,L000154,2024-10-10T00:00:00,DISBURSEMENT,CASH_NETWORK,285413,COP,SETTLED
T0001502,C00228,L001098,2023-12-05T00:00:00,REPAYMENT,CARD,183577,COP,FAILED
T0001503,C00326,L000090,2023-04-18T00:00:00,CHARGEBACK,PSE,329949,COP,PENDING
T0001504,C00066,L000990,2023-11-13T00:00:00,REPAYMENT,TRANSFER,359924,COP,PENDING
T0001505,C00306,L000833,2025-02-28T00:00:00,FEE,PSE,154378,COP,PENDING
T0001506,C00051,L000901,2024-06-08T00:00:00,DISBURSEMENT,PSE,192008,COP,SETTLED
T0001507,C00219,L000636,2024-03-14T00:00:00,DISBURSEMENT,TRANSFER,370796,COP,FAILED
T0001508,C00211,L000114,2024-04-16T00:00:00,CHARGEBACK,TRANSFER,148467,COP,SETTLED
T0001509,C00268,L001197,2023-06-17T00:00:00,DISBURSEMENT,CASH_NETWORK,232890,COP,PENDING
T0001510,C00445,L001049,2025-05-13T00:00:00,CHARGEBACK,CARD,191438,COP,SETTLED
T0001511,C00070,L000437,2023-10-12T00:00:00,DISBURSEMENT,TRANSFER,462639,COP,FAILED
T0001512,C00082,L000557,2023-04-02T00:00:00,FEE,CARD,300251,COP,FAILED
T0001513,C00403,L000023,2024-02-12T00:00:00,CHARGEBACK,TRANSFER,276193,COP,FAILED
T0001514,C00187,L000648,2025-01-20T00:00:00,CHARGEBACK,CASH_NETWORK,157555,COP,FAILED
T0001515,C00358,L001127,2024-02-01T00:00:00,FEE,TRANSFER,301809,COP,SETTLED
T0001516,C00029,L000069,2024-09-11T00:00:00,REPAYMENT,TRANSFER,233807,COP,PENDING
T0001517,C00499,L000287,2023-05-02T00:00:00,REPAYMENT,PSE,36403,COP,PENDING
T0001518,C00312,L000104,2023-12-22T00:00:00,FEE,CARD,228729,COP,SETTLED
T0001519,C00046,L001102,2024-01-18T00:00:00,REPAYMENT,TRANSFER,193608,COP,PENDING
T0001520,C00111,L000963,2023-11-12T00:00:00,DISBURSEMENT,PSE,159078,COP,PENDING
T0001521,C00361,L000282,2024-04-17T00:00:00,DISBURSEMENT,CARD,140809,COP,SETTLED
T0001522,C00403,L000855,2025-05-14T00:00:00,REPAYMENT,TRANSFER,153579,COP,FAILED
T0001523,C00213,L000787,2023-09-02T00:00:00,FEE,CASH_NETWORK,418052,COP,SETTLED
T0001524,C00034,L000717,2023-06-28T00:00:00,DISBURSEMENT,TRANSFER,103153,COP,SETTLED
T0001525,C00445,L000656,2024-09-17T00:00:00,REPAYMENT,TRANSFER,403629,COP,PENDING
T0001526,C00266,L000943,2024-09-13T00:00:00,DISBURSEMENT,TRANSFER,202945,COP,FAILED
T0001527,C00512,L001177,2023-11-13T00:00:00,CHARGEBACK,TRANSFER,289741,COP,PENDING
T0001528,C00424,L000420,2024-05-26T00:00:00,DISBURSEMENT,CASH_NETWORK,176297,COP,SETTLED
T0001529,C00489,L000639,2025-06-10T00:00:00,REPAYMENT,CARD,142666,COP,FAILED
T0001530,C00366,L000272,2025-03-22T00:00:00,DISBURSEMENT,PSE,237004,COP,PENDING
T0001531,C00476,L000431,2023-05-19T00:00:00,CHARGEBACK,CASH_NETWORK,192274,COP,PENDING
T0001532,C00473,L000706,2024-01-13T00:00:00,REPAYMENT,CARD,306513,COP,FAILED
T0001533,C00066,L000930,2025-03-09T00:00:00,CHARGEBACK,TRANSFER,230148,COP,PENDING
T0001534,C00351,L000993,2023-09-17T00:00:00,DISBURSEMENT,PSE,214787,COP,SETTLED
T0001535,C00418,L000596,2024-11-09T00:00:00,DISBURSEMENT,CARD,383588,COP,SETTLED
T0001536,C00059,L000390,2024-12-27T00:00:00,CHARGEBACK,TRANSFER,148555,COP,FAILED
T0001537,C00497,L000588,2023-12-18T00:00:00,REPAYMENT,CASH_NETWORK,9100,COP,PENDING
T0001538,C00042,L000366,2023-03-07T00:00:00,DISBURSEMENT,TRANSFER,153297,COP,PENDING
T0001539,C00187,L000236,2024-09-12T00:00:00,CHARGEBACK,CARD,189162,COP,SETTLED
T0001540,C00447,L000333,2025-05-03T00:00:00,CHARGEBACK,CASH_NETWORK,235114,COP,FAILED
T0001541,C00169,L000606,2023-02-18T00:00:00,REPAYMENT,CASH_NETWORK,143149,COP,FAILED
T0001542,C00519,L000173,2024-05-01T00:00:00,REPAYMENT,TRANSFER,261264,COP,PENDING
T0001543,C00373,L001086,2024-02-09T00:00:00,FEE,PSE,336939,COP,PENDING
T0001544,C00388,L000832,2023-12-10T00:00:00,DISBURSEMENT,TRANSFER,224371,COP,FAILED
T0001545,C00045,L000331,2024-08-30T00:00:00,FEE,CASH_NETWORK,9499,COP,FAILED
