loan_id,customer_id,application_ts,decision_ts,product_type,channel,requested_amount,currency,term_months,declared_monthly_income,apr,credit_score,risk_band,decision_status
L000190,C00494,2024-12-22T00:00:00,2024-12-22T00:00:00,BNPL,PARTNER,1123644,COP,18,4271845,0.399,643,E,PENDING
L000191,C00496,2025-01-02T00:00:00,2025-01-08T00:00:00,MICROLOAN,APP,2948128,COP,24,-151244,0.611,898,E,REJECTED
L000192,C00058,2024-05-23T00:00:00,2024-05-28T00:00:00,MICROLOAN,APP,2357049,COP,9,4838492,0.582,727,D,APPROVED
L000193,C00262,2024-08-13T00:00:00,2024-08-20T00:00:00,MICROLOAN,PARTNER,3176078,COP,3,8129474,0.562,557,C,PENDING
L000194,C00103,2023-01-15T00:00:00,2023-01-17T00:00:00,PERSONAL_LOAN,WEB,963175,COP,36,5719046,0.501,655,E,APPROVED
L000195,C00104,2023-03-31T00:00:00,2023-04-04T00:00:00,BNPL,WEB,1844262,COP,12,6175071,0.309,605,C,REJECTED
L000196,C00504,2025-02-17T00:00:00,2025-02-28T00:00:00,PERSONAL_LOAN,WEB,253958,COP,6,1247694,0.42,728,C,PENDING
L000197,C00339,2024-12-28T00:00:00,2024-12-31T00:00:00,MICROLOAN,APP,4384652,COP,12,2208499,0.305,563,D,PENDING
L000198,C00038,2023-11-19T00:00:00,2023-12-01T00:00:00,BNPL,APP,5017012,COP,12,328729,0.369,751,D,PENDING
L000199,C00403,2024-08-27T00:00:00,2024-09-10T00:00:00,PERSONAL_LOAN,APP,3180020,COP,9,5698649,0.201,673,A,REJECTED
L000200,C00165,2023-07-25T00:00:00,2023-07-31T00:00:00,MICROLOAN,APP,4613082,COP,9,7007167,0.536,607,E,PENDING
L000201,C00054,2025-02-22T00:00:00,2025-03-07T00:00:00,MICROLOAN,PARTNER,3672356,COP,24,1030803,0.598,658,A,REJECTED
L000202,C00485,2023-01-11T00:00:00,2023-01-20T00:00:00,MICROLOAN,APP,2835784,COP,12,8116123,0.303,615,D,PENDING
L000203,C00474,2023-09-20T00:00:00,2023-10-02T00:00:00,MICROLOAN,PARTNER,2787500,COP,6,6090804,0.186,630,A,PENDING
L000204,C00247,2023-07-19T00:00:00,2023-07-26T00:00:00,BNPL,PARTNER,556318,COP,12,195742,0.61,541,E,PENDING
L000205,C00370,2023-07-28T00:00:00,2023-08-05T00:00:00,PERSONAL_LOAN,PARTNER,2536295,COP,36,3060463,0.199,699,E,PENDING
L000206,C00421,2023-07-17T00:00:00,2023-07-17T00:00:00,MICROLOAN,WEB,1317546,COP,18,5639029,0.55,631,B,PENDING
L000207,C00408,2024-09-08T00:00:00,2024-09-10T00:00:00,PERSONAL_LOAN,WEB,2510718,COP,6,4189423,0.401,815,A,PENDING
L000208,C00194,2024-12-16T00:00:00,2024-12-25T00:00:00,PERSONAL_LOAN,APP,4367219,COP,6,3160036,0.635,708,A,REJECTED
L000209,C00167,2023-10-09T00:00:00,2023-10-09T00:00:00,BNPL,APP,1491251,COP,36,5436143,0.65,677,D,REJECTED
L000210,C00005,2023-08-03T00:00:00,2023-08-03T00:00:00,PERSONAL_LOAN,APP,2541647,COP,9,2557796,0.309,786,D,PENDING
L000211,C00321,2023-08-31T00:00:00,2023-09-10T00:00:00,MICROLOAN,PARTNER,1369457,COP,12,6399621,0.261,819,A,REJECTED
L000212,C00182,2025-01-17T00:00:00,2025-01-25T00:00:00,MICROLOAN,APP,2651537,COP,9,2310781,0.599,508,C,REJECTED
L000213,C00368,2023-05-03T00:00:00,2023-05-16T00:00:00,BNPL,APP,2888168,COP,24,3396401,0.578,578,D,PENDING
L000214,C00021,2023-02-10T00:00:00,2023-02-18T00:00:00,MICROLOAN,APP,1094692,COP,9,4421412,0.586,768,B,APPROVED
L000215,C00130,2023-03-08T00:00:00,2023-03-20T00:00:00,PERSONAL_LOAN,PARTNER,1855914,COP,24,4258611,0.359,538,B,APPROVED
L000216,C00267,2024-07-06T00:00:00,2024-07-08T00:00:00,PERSONAL_LOAN,PARTNER,2487979,COP,3,6945785,0.393,743,E,REJECTED
L000217,C00259,2023-03-28T00:00:00,2023-03-29T00:00:00,MICROLOAN,PARTNER,1266388,COP,36,4798991,0.504,573,B,PENDING
L000218,C00292,2024-08-25T00:00:00,2024-09-01T00:00:00,BNPL,WEB,842104,COP,6,3173804,0.509,615,E,PENDING
L000219,C00172,2024-12-10T00:00:00,2024-12-19T00:00:00,PERSONAL_LOAN,PARTNER,1144245,COP,18,2332954,0.474,722,D,REJECTED
L000220,C00197,2025-01-12T00:00:00,2025-01-23T00:00:00,PERSONAL_LOAN,APP,1297230,COP,6,2933410,0.566,568,D,APPROVED
L000221,C00356,2024-04-27T00:00:00,2024-05-08T00:00:00,MICROLOAN,APP,2329021,USD,12,6903314,0.301,647,C,APPROVED
L000222,C00171,2023-01-25T00:00:00,2023-02-08T00:00:00,BNPL,APP,-707105,COP,12,3868890,0.299,768,B,REJECTED
L000223,C00392,2023-11-18T00:00:00,2023-11-24T00:00:00,PERSONAL_LOAN,WEB,1139569,COP,12,5735849,0.306,577,A,APPROVED
L000224,C00218,2023-03-06T00:00:00,2023-03-11T00:00:00,MICROLOAN,PARTNER,2256676,COP,9,6269237,0.308,666,C,PENDING
L000225,C00107,2024-10-13T00:00:00,2024-10-23T00:00:00,MICROLOAN,WEB,3811445,COP,36,4910489,0.284,698,A,APPROVED
L000226,C00220,2023-08-29T00:00:00,2023-08-29T00:00:00,PERSONAL_LOAN,APP,3987006,COP,12,3336386,0.419,787,B,PENDING
L000227,C00418,2023-05-24T00:00:00,2023-06-07T00:00:00,MICROLOAN,PARTNER,2490189,COP,24,2683607,0.58,714,B,REJECTED
L000228,C00229,2023-01-14T00:00:00,2023-01-18T00:00:00,MICROLOAN,WEB,2113752,COP,3,4097053,0.181,596,D,PENDING
L000229,C00072,2024-05-02T00:00:00,2024-05-02T00:00:00,MICROLOAN,APP,2818508,COP,36,2824288,0.454,753,D,PENDING
L000230,C00180,2023-10-24T00:00:00,2023-11-03T00:00:00,BNPL,PARTNER,2168501,COP,9,4860478,0.594,551,D,APPROVED
L000231,C00362,2023-06-26T00:00:00,2023-07-07T00:00:00,MICROLOAN,PARTNER,2675357,COP,3,8168386,0.51,706,B,PENDING
L000232,C00493,2023-02-12T00:00:00,2023-02-17T00:00:00,PERSONAL_LOAN,PARTNER,2696466,COP,24,1693359,0.277,580,B,APPROVED
L000233,C00184,2024-08-04T00:00:00,2024-08-13T00:00:00,MICROLOAN,PARTNER,-26647,COP,12,2520220,0.192,632,E,REJECTED
L000234,C00203,2023-05-17T00:00:00,2023-05-21T00:00:00,PERSONAL_LOAN,WEB,2090183,COP,36,6603008,0.495,605,E,REJECTED
L000235,C00103,2023-08-18T00:00:00,2023-08-25T00:00:00,PERSONAL_LOAN,PARTNER,2466023,COP,6,2117680,0.631,730,D,PENDING
L000236,C00315,2023-07-17T00:00:00,2023-07-23T00:00:00,MICROLOAN,APP,1186364,COP,24,3422347,0.244,492,E,REJECTED
L000237,C00414,2025-01-08T00:00:00,2025-01-11T00:00:00,BNPL,WEB,3541575,COP,9,4312212,0.404,750,B,PENDING
L000238,C00111,2024-12-01T00:00:00,2024-12-13T00:00:00,MICROLOAN,APP,5860103,COP,36,4864681,0.42,727,A,REJECTED
L000239,C00184,2024-05-21T00:00:00,2024-05-31T00:00:00,MICROLOAN,APP,2629223,COP,24,2334090,0.599,597,C,APPROVED
L000240,C00322,2023-03-21T00:00:00,2023-03-27T00:00:00,MICROLOAN,WEB,2996167,COP,36,3252119,0.459,533,A,REJECTED
L000241,C00341,2024-03-05T00:00:00,2024-03-08T00:00:00,MICROLOAN,APP,1440433,COP,36,4245961,0.596,735,D,PENDING
L000242,C00445,2023-12-29T00:00:00,2024-01-05T00:00:00,PERSONAL_LOAN,APP,3786283,COP,12,4595113,0.599,737,A,REJECTED
L000243,C00205,2023-10-19T00:00:00,2023-10-25T00:00:00,PERSONAL_LOAN,WEB,2951314,COP,18,5787929,0.238,626,A,REJECTED
L000244,C00003,2024-03-27T00:00:00,2024-04-04T00:00:00,MICROLOAN,WEB,3883219,COP,9,6328510,0.64,762,A,REJECTED
L000245,C00392,2023-09-28T00:00:00,2023-10-04T00:00:00,MICROLOAN,PARTNER,1130541,COP,6,3078285,0.43,525,D,APPROVED
L000246,C00245,2023-12-06T00:00:00,2023-12-08T00:00:00,BNPL,PARTNER,3315282,COP,3,5397274,0.326,646,E,APPROVED
L000247,C00250,2023-01-31T00:00:00,2023-02-09T00:00:00,PERSONAL_LOAN,PARTNER,4525594,COP,36,-1601640,0.575,650,B,APPROVED
L000248,C00078,2023-10-12T00:00:00,2023-10-18T00:00:00,BNPL,WEB,2190015,COP,6,3273064,0.377,655,B,REJECTED
L000249,C00218,2023-09-13T00:00:00,2023-09-19T00:00:00,MICROLOAN,PARTNER,2216480,COP,36,2684249,0.309,649,E,PENDING
L000250,C00129,2023-02-27T00:00:00,2023-03-07T00:00:00,MICROLOAN,WEB,3053864,COP,9,2688197,0.581,697,A,PENDING
L000251,C00099,2024-01-01T00:00:00,2024-01-02T00:00:00,BNPL,PARTNER,1286795,COP,9,2831504,0.461,593,C,APPROVED
L000252,C00449,2023-11-08T00:00:00,2023-11-12T00:00:00,MICROLOAN,WEB,4284988,COP,36,1433360,0.208,643,D,APPROVED
L000253,C00191,2025-01-28T00:00:00,2025-01-29T00:00:00,PERSONAL_LOAN,WEB,388227,COP,6,614599,0.427,494,D,APPROVED
L000254,C00063,2023-03-30T00:00:00,2023-04-09T00:00:00,PERSONAL_LOAN,APP,2694510,COP,24,4248198,0.545,620,D,PENDING
L000255,C00246,2024-01-15T00:00:00,2024-01-21T00:00:00,MICROLOAN,APP,2842247,COP,12,2335370,0.596,680,A,REJECTED
L000256,C00237,2024-12-09T00:00:00,2024-12-12T00:00:00,BNPL,PARTNER,3443588,COP,3,5686202,0.608,608,A,REJECTED
L000257,C00138,2024-06-05T00:00:00,2024-06-09T00:00:00,BNPL,PARTNER,2327712,COP,6,1685555,0.404,720,C,APPROVED
L000258,C00212,2023-07-31T00:00:00,2023-08-05T00:00:00,PERSONAL_LOAN,APP,3270052,COP,3,3901218,0.398,542,E,APPROVED
L000259,C00177,2023-02-12T00:00:00,2023-02-19T00:00:00,PERSONAL_LOAN,WEB,2430353,COP,12,4622555,0.438,450,A,REJECTED
L000260,C00518,2024-02-01T00:00:00,2024-02-11T00:00:00,MICROLOAN,WEB,2426742,COP,18,3614991,0.47,696,A,REJECTED
L000261,C00333,2024-04-01T00:00:00,2024-04-10T00:00:00,BNPL,APP,2461130,COP,18,5487530,0.518,638,B,REJECTED
L000262,C00081,2023-07-10T00:00:00,2023-07-22T00:00:00,MICROLOAN,WEB,4202687,COP,36,4206498,0.453,640,C,REJECTED
L000263,C00125,2023-06-06T00:00:00,2023-06-14T00:00:00,MICROLOAN,APP,2199137,COP,36,2537952,0.441,677,B,APPROVED
L000264,C00014,2024-01-21T00:00:00,2024-01-27T00:00:00,MICROLOAN,PARTNER,1955490,COP,3,1095088,0.358,635,E,REJECTED
L000265,C00395,2023-08-05T00:00:00,2023-08-16T00:00:00,MICROLOAN,WEB,2738524,COP,24,4846404,0.379,694,A,APPROVED
L000266,C00412,2024-08-23T00:00:00,2024-08-25T00:00:00,BNPL,WEB,1819601,COP,18,1620951,0.23,651,D,REJECTED
L000267,C00375,2023-11-11T00:00:00,2023-11-13T00:00:00,MICROLOAN,PARTNER,2615268,COP,12,1762177,0.238,715,B,REJECTED
L000268,C00112,2023-10-18T00:00:00,2023-10-27T00:00:00,MICROLOAN,WEB,1495559,COP,9,1531075,0.196,759,D,APPROVED
L000269,C00075,2023-10-21T00:00:00,2023-10-29T00:00:00,MICROLOAN,PARTNER,2241323,COP,24,5428937,0.471,807,C,REJECTED
L000270,C00321,2024-08-16T00:00:00,2024-08-23T00:00:00,BNPL,WEB,-747605,COP,12,3324494,0.638,628,D,APPROVED
L000271,C00499,2024-12-24T00:00:00,2024-12-26T00:00:00,MICROLOAN,PARTNER,3474110,COP,18,3297374,0.642,636,E,APPROVED
L000272,C00329,2024-07-27T00:00:00,2024-08-06T00:00:00,MICROLOAN,APP,1079534,COP,12,536779,0.339,598,D,APPROVED
L000273,C00081,2024-09-13T00:00:00,2024-09-14T00:00:00,BNPL,APP,5421719,COP,24,2783968,0.275,791,B,APPROVED
L000274,C00250,2023-10-01T00:00:00,2023-10-15T00:00:00,BNPL,APP,677961,COP,6,1008577,0.372,628,A,PENDING
L000275,C00338,2023-01-20T00:00:00,2023-01-25T00:00:00,BNPL,PARTNER,3483209,COP,3,1544622,0.281,795,D,APPROVED
L000276,C00415,2023-09-20T00:00:00,2023-09-23T00:00:00,MICROLOAN,APP,3026767,COP,3,1282495,0.333,610,A,REJECTED
L000277,C00352,2023-08-29T00:00:00,2023-09-03T00:00:00,PERSONAL_LOAN,PARTNER,2152798,COP,36,2661653,0.485,725,E,REJECTED
L000278,C00295,2024-02-19T00:00:00,2024-02-29T00:00:00,MICROLOAN,APP,4582027,COP,9,1114892,0.345,568,C,REJECTED
L000279,C00043,2023-11-28T00:00:00,2023-12-05T00:00:00,PERSONAL_LOAN,PARTNER,1911764,COP,3,2881288,0.499,769,D,REJECTED
L000280,C00017,2025-02-03T00:00:00,2025-02-03T00:00:00,MICROLOAN,WEB,2014172,COP,6,3831659,0.557,570,B,APPROVED
L000281,C00328,2024-07-31T00:00:00,2024-08-14T00:00:00,MICROLOAN,APP,1974912,COP,9,3949290,0.466,646,A,APPROVED
L000282,C00281,2023-08-07T00:00:00,2023-08-16T00:00:00,BNPL,WEB,3846293,COP,6,2446668,0.279,686,C,APPROVED
L000283,C00180,2023-03-22T00:00:00,2023-03-23T00:00:00,BNPL,APP,3832184,COP,18,3115542,0.463,511,C,APPROVED
L000284,C00331,2023-11-20T00:00:00,2023-11-25T00:00:00,MICROLOAN,PARTNER,2379389,COP,24,2904109,0.329,697,C,APPROVED
L000285,C00230,2024-05-26T00:00:00,2024-06-07T00:00:00,PERSONAL_LOAN,WEB,4642153,COP,24,5314490,0.644,569,C,PENDING
L000286,C00520,2023-12-11T00:00:00,2023-12-22T00:00:00,MICROLOAN,WEB,4267869,COP,24,2099286,0.528,692,D,APPROVED
L000287,C00027,2023-02-06T00:00:00,2023-02-15T00:00:00,PERSONAL_LOAN,APP,2131758,COP,9,4689211,0.533,620,A,PENDING
L000288,C00210,2024-04-08T00:00:00,2024-04-14T00:00:00,BNPL,APP,2327233,COP,6,2062997,0.259,644,D,APPROVED
L000289,C00379,2024-02-12T00:00:00,2024-02-25T00:00:00,BNPL,APP,1955368,COP,18,1323581,0.293,773,C,APPROVED
L000290,C00188,2025-01-26T00:00:00,2025-02-03T00:00:00,PERSONAL_LOAN,APP,2034627,COP,18,2959427,0.512,621,A,APPROVED
L000291,C00451,2024-11-27T00:00:00,2024-12-05T00:00:00,MICROLOAN,WEB,4746681,COP,18,3414180,0.513,538,D,APPROVED
L000292,C00465,2024-02-05T00:00:00,2024-02-13T00:00:00,BNPL,PARTNER,4985299,COP,24,3553551,0.544,556,E,PENDING
L000293,C00042,2024-12-28T00:00:00,2025-01-07T00:00:00,MICROLOAN,WEB,1575846,COP,9,3329344,0.46,774,B,REJECTED
L000294,C00147,2023-10-28T00:00:00,2023-10-29T00:00:00,PERSONAL_LOAN,PARTNER,2462098,COP,24,1422531,0.404,620,A,APPROVED
L000295,C00012,2025-02-04T00:00:00,2025-02-12T00:00:00,PERSONAL_LOAN,PARTNER,385458,COP,18,2337262,0.348,600,E,PENDING
L000296,C00172,2024-09-08T00:00:00,2024-09-16T00:00:00,BNPL,WEB,2049519,COP,6,4140248,0.445,655,C,APPROVED
L000297,C00163,2024-02-18T00:00:00,2024-02-26T00:00:00,BNPL,PARTNER,2081816,COP,12,4191972,0.35,771,E,APPROVED
L000298,C00383,2024-10-28T00:00:00,2024-11-11T00:00:00,BNPL,PARTNER,3760640,COP,6,3278275,0.566,703,D,PENDING
L000299,C00317,2024-08-21T00:00:00,2024-09-01T00:00:00,PERSONAL_LOAN,APP,3810287,COP,36,2133827,0.634,618,D,REJECTED
L000300,C00329,2023-11-03T00:00:00,2023-11-14T00:00:00,PERSONAL_LOAN,WEB,1945608,COP,24,3589956,0.461,669,B,PENDING
L000301,C00026,2023-03-04T00:00:00,2023-03-04T00:00:00,BNPL,APP,1851815,COP,12,3400949,0.301,600,D,PENDING
L000302,C00080,2023-07-18T00:00:00,2023-07-25T00:00:00,BNPL,PARTNER,1293337,COP,24,7722319,0.525,671,D,APPROVED
L000303,C00176,2024-12-03T00:00:00,2024-12-15T00:00:00,PERSONAL_LOAN,APP,124897,COP,36,-1103823,0.604,539,C,APPROVED
L000304,C00509,2023-05-30T00:00:00,2023-06-06T00:00:00,PERSONAL_LOAN,PARTNER,2746787,COP,6,5156746,0.561,681,E,PENDING
L000305,C00365,2023-07-20T00:00:00,2023-07-20T00:00:00,PERSONAL_LOAN,APP,2917011,COP,3,2564410,0.639,641,E,APPROVED
L000306,C00007,2023-11-09T00:00:00,2023-11-19T00:00:00,BNPL,PARTNER,1551533,COP,6,4837089,0.359,623,E,APPROVED
L000307,C00279,2024-02-18T00:00:00,2024-02-18T00:00:00,PERSONAL_LOAN,PARTNER,2140991,COP,6,-1291537,0.64,751,C,APPROVED
L000308,C00295,2025-01-01T00:00:00,2025-01-08T00:00:00,MICROLOAN,PARTNER,4764809,COP,24,3468449,0.468,616,C,APPROVED
L000309,C00252,2024-10-02T00:00:00,2024-10-02T00:00:00,BNPL,APP,1291554,COP,18,6467434,0.238,688,A,REJECTED
L000310,C00327,2024-01-31T00:00:00,2024-02-09T00:00:00,BNPL,WEB,946039,COP,36,6283581,0.597,626,C,APPROVED
L000311,C00272,2023-03-31T00:00:00,2023-04-09T00:00:00,PERSONAL_LOAN,WEB,1797146,COP,18,3764375,0.632,736,B,PENDING
L000312,C00091,2023-05-02T00:00:00,2023-05-07T00:00:00,PERSONAL_LOAN,APP,3890561,COP,18,3137954,0.317,553,A,PENDING
L000313,C00150,2023-09-19T00:00:00,2023-09-22T00:00:00,PERSONAL_LOAN,PARTNER,1448992,COP,12,2624439,0.239,659,B,APPROVED
L000314,C00238,2023-09-08T00:00:00,2023-09-20T00:00:00,MICROLOAN,PARTNER,2223032,COP,6,4931414,0.371,632,D,REJECTED
L000315,C00025,2024-11-16T00:00:00,2024-11-16T00:00:00,PERSONAL_LOAN,WEB,2348847,COP,6,1645072,0.357,729,D,PENDING
L000316,C00112,2024-11-28T00:00:00,2024-12-08T00:00:00,BNPL,WEB,2050621,COP,24,1013063,0.513,642,B,REJECTED
L000317,C00416,2024-09-10T00:00:00,2024-09-13T00:00:00,BNPL,APP,2610718,COP,12,1333519,0.397,533,E,PENDING
L000318,C00254,2023-12-24T00:00:00,2024-01-07T00:00:00,MICROLOAN,PARTNER,4128805,COP,18,2180387,0.56,583,C,PENDING
L000319,C00366,2023-11-07T00:00:00,2023-11-18T00:00:00,MICROLOAN,WEB,1268701,COP,18,3570610,0.536,836,D,REJECTED
L000320,C00442,2023-06-18T00:00:00,2023-06-22T00:00:00,BNPL,PARTNER,1788515,COP,3,4733088,0.406,519,B,APPROVED
L000321,C00095,2024-02-28T00:00:00,2024-03-11T00:00:00,PERSONAL_LOAN,WEB,2215722,COP,3,2749241,0.304,545,C,APPROVED
L000322,C00200,2023-08-13T00:00:00,2023-08-18T00:00:00,MICROLOAN,PARTNER,792869,COP,18,3139616,0.34,647,E,REJECTED
L000323,C00440,2024-10-16T00:00:00,2024-10-24T00:00:00,BNPL,APP,881589,COP,36,3086001,0.201,666,A,APPROVED
L000324,C00015,2025-02-13T00:00:00,2025-02-21T00:00:00,BNPL,APP,3475642,COP,12,3707989,0.63,765,E,REJECTED
L000325,C00306,2024-07-09T00:00:00,2024-07-19T00:00:00,MICROLOAN,WEB,1629019,COP,9,2514025,0.601,642,C,REJECTED
L000326,C00312,2023-12-16T00:00:00,2023-12-26T00:00:00,BNPL,WEB,72297,COP,9,2490327,0.368,660,D,PENDING
L000327,C00417,2023-08-19T00:00:00,2023-09-02T00:00:00,MICROLOAN,PARTNER,4846583,COP,12,4866800,0.649,711,A,APPROVED
L000328,C00241,2024-09-25T00:00:00,2024-10-01T00:00:00,PERSONAL_LOAN,APP,4721024,COP,12,5212097,0.392,633,E,PENDING
L000329,C00313,2025-01-09T00:00:00,2025-01-10T00:00:00,PERSONAL_LOAN,APP,2094595,COP,12,4618252,0.498,634,C,PENDING
L000330,C00488,2024-01-21T00:00:00,2024-01-24T00:00:00,BNPL,PARTNER,4567707,COP,18,3103145,0.378,766,A,REJECTED
L000331,C00376,2023-07-16T00:00:00,2023-07-27T00:00:00,MICROLOAN,WEB,4233212,COP,24,1264871,0.52,736,A,REJECTED
L000332,C00180,2023-10-04T00:00:00,2023-10-15T00:00:00,MICROLOAN,WEB,4210095,COP,9,1396457,0.442,765,C,PENDING
L000333,C00277,2023-01-23T00:00:00,2023-02-06T00:00:00,PERSONAL_LOAN,WEB,3172549,COP,9,4457917,0.53,523,A,APPROVED
L000334,C00093,2024-11-13T00:00:00,2024-11-27T00:00:00,BNPL,PARTNER,1828635,COP,18,2695382,0.456,562,A,REJECTED
L000335,C00095,2023-05-17T00:00:00,2023-05-25T00:00:00,MICROLOAN,WEB,1165201,COP,3,4832511,0.376,552,C,REJECTED
L000336,C00070,2024-06-03T00:00:00,2024-06-05T00:00:00,BNPL,WEB,2904048,COP,12,3000764,0.417,705,B,REJECTED
L000337,C00508,2023-05-10T00:00:00,2023-05-21T00:00:00,MICROLOAN,PARTNER,2127885,COP,36,1620400,0.183,687,A,REJECTED
L000338,C00056,2024-11-27T00:00:00,2024-12-11T00:00:00,MICROLOAN,APP,1431270,COP,24,2205463,0.302,589,A,APPROVED
L000339,C00398,2023-11-01T00:00:00,2023-11-11T00:00:00,PERSONAL_LOAN,WEB,573840,COP,18,656506,0.369,635,D,REJECTED
L000340,C00242,2024-05-21T00:00:00,2024-05-25T00:00:00,PERSONAL_LOAN,WEB,1771901,COP,36,2778121,0.428,662,C,APPROVED
L000341,C00227,2024-06-30T00:00:00,2024-07-08T00:00:00,BNPL,WEB,4273403,COP,18,4378768,0.629,657,C,APPROVED
L000342,C00322,2023-11-15T00:00:00,2023-11-28T00:00:00,BNPL,WEB,3957665,COP,18,2419311,0.356,529,E,PENDING
L000343,C00505,2024-11-25T00:00:00,2024-11-25T00:00:00,MICROLOAN,APP,4289879,COP,3,5823604,0.369,629,B,REJECTED
L000344,C00216,2023-02-07T00:00:00,2023-02-07T00:00:00,PERSONAL_LOAN,PARTNER,2283459,COP,12,6524552,0.422,617,B,PENDING
L000345,C00130,2025-01-14T00:00:00,2025-01-23T00:00:00,BNPL,APP,1044357,COP,12,4501806,0.212,737,A,REJECTED
L000346,C00091,2024-12-10T00:00:00,2024-12-20T00:00:00,BNPL,PARTNER,2652689,COP,18,5570402,0.281,811,E,PENDING
L000347,C00445,2023-05-05T00:00:00,2023-05-12T00:00:00,BNPL,PARTNER,2669314,COP,18,4528608,0.229,671,D,APPROVED
L000348,C00128,2023-07-07T00:00:00,2023-07-11T00:00:00,PERSONAL_LOAN,APP,3122884,COP,24,6669586,0.322,807,D,REJECTED
L000349,C00025,2024-08-30T00:00:00,2024-09-01T00:00:00,MICROLOAN,WEB,333099,COP,18,8199984,0.548,769,D,PENDING
L000350,C00035,2024-02-22T00:00:00,2024-03-02T00:00:00,MICROLOAN,WEB,3773308,COP,24,2260737,0.447,629,B,APPROVED
L000351,C00455,2024-01-01T00:00:00,2024-01-11T00:00:00,PERSONAL_LOAN,APP,3026401,COP,24,5184696,0.644,643,E,REJECTED
L000352,C00173,2023-01-07T00:00:00,2023-01-09T00:00:00,MICROLOAN,APP,2768337,COP,36,5230082,0.431,653,C,REJECTED
L000353,C00054,2023-08-20T00:00:00,2023-09-01T00:00:00,PERSONAL_LOAN,PARTNER,-234426,COP,9,4560830,0.203,577,B,REJECTED
L000354,C00312,2023-11-08T00:00:00,2023-11-21T00:00:00,PERSONAL_LOAN,PARTNER,3972941,COP,12,5370458,0.595,720,B,APPROVED
L000355,C00393,2025-01-05T00:00:00,2025-01-13T00:00:00,PERSONAL_LOAN,APP,2395154,COP,24,2252455,0.206,717,C,APPROVED
L000356,C00375,2023-09-16T00:00:00,2023-09-25T00:00:00,PERSONAL_LOAN,APP,1244581,COP,36,467246,0.584,606,C,PENDING
L000357,C00444,2023-09-30T00:00:00,2023-09-30T00:00:00,PERSONAL_LOAN,PARTNER,3987648,COP,3,1143935,0.536,636,D,REJECTED
L000358,C00338,2024-02-31T10:15:00,2023-10-18T00:00:00,BNPL,WEB,3986991,COP,3,1106986,0.518,732,D,PENDING
L000359,C00005,2024-07-25T00:00:00,2024-07-27T00:00:00,MICROLOAN,APP,2335063,COP,36,4253208,0.609,696,B,APPROVED
L000360,C00396,2025-01-12T00:00:00,2025-01-13T00:00:00,PERSONAL_LOAN,PARTNER,1321633,COP,18,5282479,0.353,664,D,APPROVED
L000361,C00326,2023-04-13T00:00:00,2023-04-25T00:00:00,PERSONAL_LOAN,APP,2362305,COP,24,3849930,0.642,621,A,APPROVED
L000362,C00147,2023-01-26T00:00:00,2023-01-27T00:00:00,PERSONAL_LOAN,PARTNER,3228750,COP,36,3798719,0.394,678,A,APPROVED
L000363,C00235,2023-04-01T00:00:00,2023-04-14T00:00:00,MICROLOAN,WEB,3119697,COP,18,2795241,0.393,588,B,PENDING
L000364,C00322,2024-10-03T00:00:00,2024-10-14T00:00:00,MICROLOAN,WEB,2522590,COP,6,3766325,0.362,616,C,PENDING
L000365,C00069,2023-04-08T00:00:00,2023-04-14T00:00:00,BNPL,WEB,5509269,COP,3,2112694,0.261,900,C,REJECTED
L000366,C00146,2023-01-21T00:00:00,2023-02-04T00:00:00,MICROLOAN,PARTNER,844023,COP,12,5016836,0.202,722,E,APPROVED
L000367,C00124,2024-01-18T00:00:00,2024-01-23T00:00:00,MICROLOAN,PARTNER,1972244,COP,18,6396496,0.344,727,B,REJECTED
L000368,C00336,2023-11-01T00:00:00,2023-11-07T00:00:00,BNPL,WEB,1966666,COP,12,4600437,0.279,660,E,APPROVED
L000369,C00510,2023-12-08T00:00:00,2023-12-13T00:00:00,MICROLOAN,WEB,3520584,COP,18,3881568,0.604,660,D,REJECTED
L000370,C00070,2025-02-04T00:00:00,2025-02-11T00:00:00,BNPL,WEB,2391913,COP,12,3898135,0.437,677,C,PENDING
L000371,C00100,2024-05-14T00:00:00,2024-05-27T00:00:00,MICROLOAN,APP,3428430,COP,24,4693602,0.432,540,E,APPROVED
L000372,C00103,2024-08-03T00:00:00,2024-08-10T00:00:00,PERSONAL_LOAN,APP,2329730,COP,24,3354404,0.197,610,E,PENDING
L000373,C00455,2024-03-29T00:00:00,2024-04-12T00:00:00,PERSONAL_LOAN,WEB,4163253,COP,6,4299908,0.361,699,B,REJECTED
L000374,C00113,2023-07-30T00:00:00,2023-08-01T00:00:00,BNPL,WEB,2271732,COP,6,4108590,0.405,670,D,APPROVED
L000375,C00173,2024-07-17T00:00:00,2024-07-30T00:00:00,PERSONAL_LOAN,APP,3223523,COP,9,2385553,0.223,577,A,REJECTED
L000376,C00018,2024-10-21T00:00:00,2024-11-01T00:00:00,BNPL,WEB,1865289,COP,6,1570306,0.32,572,C,REJECTED
L000377,C00099,2024-11-20T00:00:00,2024-11-28T00:00:00,MICROLOAN,WEB,4006489,COP,12,2472951,0.249,569,C,APPROVED
L000378,C00018,2025-01-27T00:00:00,2025-02-10T00:00:00,BNPL,PARTNER,3516083,COP,36,4830102,0.347,655,A,PENDING
